SEER,1,0,COMINGOUT	169235
SEER,1,1,DIVINED	169235
SEER,1,2,OVER	11144
SEER,1,0,VOTE2BLACK	34784
POSSESSED,1,0,COMINGOUT	231406
POSSESSED,1,1,DIVINED	231079
POSSESSED,1,2,DEC_VOTE2SEER	47762
POSSESSED,1,3,OPERATOR	45436
POSSESSED,1,6,OVER	46486
POSSESSED,1,0,VOTE2SEER	97132
VILLAGER,1,0,DEC_VOTE2EVIL	202051
VILLAGER,1,3,OVER	45735
VILLAGER,1,4,ESTIMATE_HUM	13939
VILLAGER,1,0,VOTE2EVIL	153438
VILLAGER,2,0,DEC_VOTE2SEER	12482
VILLAGER,2,0,VOTE2SEER	39551
VILLAGER,1,0,DEC_VOTE2SEER	158238
VILLAGER,1,2,ESTIMATE_HUM	136668
VILLAGER,1,5,OVER	109171
VILLAGER,1,0,VOTE2SEER	161836
VILLAGER,1,1,VOTE2SEER	42172
VILLAGER,2,0,ESTIMATE_WOLF	3706
VILLAGER,2,1,OPERATOR	3706
VILLAGER,2,3,ESTIMATE_WOLF	1716
VILLAGER,2,4,OPERATOR	986
VILLAGER,2,5,DEC_VOTE2SEER	458
WEREWOLF,1,0,DEC_VOTE2EVIL	75977
WEREWOLF,1,1,OPERATOR	69855
WEREWOLF,1,4,OVER	40180
WEREWOLF,1,0,VOTE2EVIL	34949
WEREWOLF,2,0,DEC_VOTE2EVIL	10813
WEREWOLF,2,1,OPERATOR	22353
WEREWOLF,2,0,VOTE2WHITE	26182
WEREWOLF,1,2,COMINGOUT	33833
WEREWOLF,1,3,DIVINED	33833
WEREWOLF,1,4,DIVINED	25996
WEREWOLF,1,7,OVER	40023
WEREWOLF,1,0,VOTE2GOOD	66499
VILLAGER,1,1,VOTE2EVIL	40556
VILLAGER,2,0,VOTE2EVIL	74920
POSSESSED,1,2,DEC_VOTE2BLACK	26116
POSSESSED,1,0,VOTE2BLACK	24917
SEER,1,0,DIVINED	11010
SEER,1,1,OVER	11010
SEER,1,0,VOTE2GOOD	39836
SEER,2,0,DIVINED	29981
SEER,2,0,VOTE2SEER	8280
SEER,2,1,VOTE2SEER	1053
SEER,1,0,VOTE2EVIL	69748
POSSESSED,1,1,VOTE2GOOD	10894
POSSESSED,2,0,DIVINED	63891
POSSESSED,2,0,VOTE2WHITE	13681
POSSESSED,2,1,VOTE2EVIL	5672
WEREWOLF,1,0,DEC_VOTE2SEER	76818
WEREWOLF,1,0,VOTE2SEER	95559
WEREWOLF,1,1,VOTE2SEER	24645
WEREWOLF,2,0,VOTE2EVIL	20207
WEREWOLF,2,1,VOTE2EVIL	4687
VILLAGER,1,2,ESTIMATE_WOLF	18385
VILLAGER,1,3,OPERATOR	13578
VILLAGER,1,4,DEC_VOTE2SEER	17735
VILLAGER,1,7,OVER	33191
VILLAGER,2,0,DEC_VOTE2WHITE	3828
VILLAGER,2,0,VOTE2WHITE	13119
VILLAGER,1,3,ESTIMATE_WOLF	69466
VILLAGER,1,4,OPERATOR	63246
VILLAGER,1,5,DEC_VOTE2BLACK	13447
VILLAGER,1,8,OVER	69545
VILLAGER,1,0,VOTE2BLACK	76467
VILLAGER,1,0,DEC_VOTE2WHITE	5374
VILLAGER,1,5,ESTIMATE_HUM	11425
WEREWOLF,2,0,DIVINED	21124
WEREWOLF,2,1,DEC_VOTE2GOOD	11354
WEREWOLF,2,2,OPERATOR	21566
WEREWOLF,2,0,VOTE2GOOD	56547
VILLAGER,1,5,DEC_VOTE2SEER	33161
VILLAGER,2,0,DEC_VOTE2EVIL	32906
POSSESSED,1,2,DEC_VOTE2GOOD	36337
POSSESSED,1,4,DEC_VOTE2SEER	5707
POSSESSED,1,5,OPERATOR	6223
POSSESSED,1,8,OVER	11766
POSSESSED,2,0,VOTE2SEER	18983
POSSESSED,2,1,VOTE2SEER	4021
WEREWOLF,1,2,OPERATOR	2683
WEREWOLF,1,3,COMINGOUT	5844
WEREWOLF,1,5,DIVINED	2234
WEREWOLF,1,6,DEC_VOTE2SEER	1734
WEREWOLF,1,7,OPERATOR	2026
WEREWOLF,1,10,OVER	12565
WEREWOLF,2,0,VOTE2BLACK	4059
VILLAGER,1,1,VOTE2BLACK	12089
VILLAGER,2,2,DEC_VOTE2SEER	2653
POSSESSED,1,2,DEC_VOTE2EVIL	48651
POSSESSED,1,0,VOTE2EVIL	53701
POSSESSED,1,1,VOTE2EVIL	14609
POSSESSED,2,1,DEC_VOTE2WHITE	6027
POSSESSED,2,2,OPERATOR	9540
SEER,1,0,VOTE2SEER	81505
SEER,2,0,VOTE2BLACK	10267
SEER,2,1,VOTE2BLACK	1105
WEREWOLF,1,0,VOTE2BLACK	17989
WEREWOLF,1,1,VOTE2BLACK	4170
WEREWOLF,2,0,DEC_VOTE2GOOD	25516
WEREWOLF,2,1,VOTE2GOOD	9957
SEER,2,0,VOTE2EVIL	15393
VILLAGER,1,5,DEC_VOTE2EVIL	17133
POSSESSED,1,0,VOTE2GOOD	37616
POSSESSED,1,0,VOTE2WHITE	19001
POSSESSED,1,2,OPERATOR	34981
POSSESSED,1,3,DEC_VOTE2SEER	39216
POSSESSED,1,4,OPERATOR	38428
POSSESSED,1,7,OVER	44517
WEREWOLF,1,0,VOTE2WHITE	18175
SEER,2,0,VOTE2WHITE	5170
VILLAGER,2,2,OPERATOR	9373
VILLAGER,1,4,ESTIMATE_WOLF	15333
VILLAGER,1,5,OPERATOR	9853
VILLAGER,1,6,DEC_VOTE2SEER	6316
VILLAGER,1,9,OVER	15830
VILLAGER,1,0,DEC_VOTE2BLACK	5490
VILLAGER,1,3,ESTIMATE_HUM	25076
VILLAGER,1,6,OVER	32610
WEREWOLF,1,1,VOTE2GOOD	17114
POSSESSED,2,0,VOTE2GOOD	12535
POSSESSED,2,1,VOTE2GOOD	2140
SEER,1,1,VOTE2SEER	20546
SEER,1,0,VOTE2WHITE	9255
VILLAGER,1,0,DEC_VOTE2GOOD	35724
VILLAGER,1,0,VOTE2GOOD	59365
VILLAGER,2,1,VOTE2EVIL	11413
WEREWOLF,1,8,OVER	9408
WEREWOLF,2,1,DEC_VOTE2WHITE	8985
WEREWOLF,2,1,VOTE2WHITE	4113
WEREWOLF,1,0,DEC_VOTE2GOOD	31953
VILLAGER,2,1,VOTE2WHITE	2820
POSSESSED,1,1,VOTE2SEER	25809
